Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
1 Rue Scribe 9th arr 75009 Paris France,97,12/14/2016,8.6,Hotel Scribe Paris Opera by Sofitel, Netherlands , No real complaints the only thing if something negative can be said the storage space in the room was somehow limited ,23,705, The room was excellent with a very large and comfortable bed The bathroom was faultless too as everything in the hotel ,23,24,9.2,"[' Couple ', ' Superior Double Room with Spa Access ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",232 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,12/14/2016,8.6,Hotel Scribe Paris Opera by Sofitel, Netherlands , I saw a few features that could be refreshed But it is a busy hotel in a busy city so I am sure the maintenance has already be scheduled ,31,705, The location is perfect You can even walk there from Gare du Nord The lobby bar restaurant is good for business meetings I had a luxury room which was well proportioned by Parisian standards ,36,16,8.3,"[' Business trip ', ' Group ', ' Luxury Room with Spa Access ', ' Stayed 1 night ']",232 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,11/21/2016,8.6,Hotel Scribe Paris Opera by Sofitel, Switzerland , No cons come to mind ,7,705, Visited Paris for the weekend with my 13 yr old daughter as she wanted to practice her French I chose the Scribe for it s location and figured with the Sofitel name beside it it would be acceptable We were not disappointed The location was great within walking distance to the things we wanted to do and see The reception upon check in was warm and welcoming And our room was upgraded without asking The room itself was modern spacious for Paris comfortable and had a small balcony overlooking the street The staff was very polite and always helpful especially the Concierge Service team Emmanuelle with whom I had spoken prior to our arrival with inquiries about possible language activities for my daughter was a complete delight She spoke in French with my daughter the whole time gave helpful suggestions of places to visit and even gave her a lovely parting gift a charming book in French We also had dinner at the hotel restaurant Simply delicious As with the other staff members the restaurant staff was helpful polite and very attentive In all it was a lovely albeit short stay and I say merci beaucoup to the staff at the Scribe We will definitely be returning ,209,3,9.2,"[' Leisure trip ', ' Family with young children ', ' Luxury Room with Spa Access ', ' Stayed 2 nights ']",255 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,11/19/2016,8.6,Hotel Scribe Paris Opera by Sofitel, Turkey , Toilet outside of the bathroom without a faucet and the small size was uncomfortable Breakfast was expensive ,19,705, Staff was very pleasant and helpful Beds were extremely comfortable Choice of a tub and a separate shower in the same bathroom was very convenient Location is excellent ,30,1,8.3,"[' Leisure trip ', ' Group ', ' Luxury Room with Spa Access ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",257 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,11/13/2016,8.6,Hotel Scribe Paris Opera by Sofitel, Nigeria , It is a bit pricy for winter and the room will be tight for two people,17,705, The bed was comfy and I liked the fact that when I came back to the room from an afternoon walk the room was tidied up again ,29,1,9.6,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room with Spa Access ', ' Stayed 1 night ', ' Submitted from a mobile device ']",263 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,11/6/2016,8.6,Hotel Scribe Paris Opera by Sofitel, India , Tiny spaces and corridors mediocre spa and health club The bell boy s and the men who stand by the entrance seem little rude ,26,705, Their Herm s range of toiletries are surely good The staff at the concierge and the reservation desk are very courteous and helpful ,25,1,7.1,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room with Spa Access ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",270 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,10/18/2016,8.6,Hotel Scribe Paris Opera by Sofitel, India , The housekeeping was a bit sloppy as towels and coffee for the coffee machine the used cups and drinking water was not replaced in the night ,28,705, Rooms were cosy and romantic I will definitely be back here next I am in Paris ,18,8,9.5,"[' With a pet ', ' Leisure trip ', ' Family with young children ', ' Luxury Room with Spa Access ', ' Stayed 1 night ', ' Submitted from a mobile device ']",289 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,9/19/2016,8.6,Hotel Scribe Paris Opera by Sofitel, Belgium , My daughters were so spoiled by everybody I had to found good arguments to get them out of the hotel ,22,705, This hotel is the best one I did in Paris I was travelling with my 2 daughters and they ve been welcome as Princesses Seeing their big smile on their face was Priceless The hotel room was beautiful comfy and quiet Even the breakfast was great with REAL FRESH orange juice I travel a lot I did many hotels in Paris but this one is so great I m sure to go back next time I go to Paris ,81,4,10.0,"[' Leisure trip ', ' Family with young children ', ' Luxury Room with Spa Access ', ' Stayed 1 night ']",318 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,9/16/2016,8.6,Hotel Scribe Paris Opera by Sofitel, Malaysia ,No Negative,0,705, Location Left my phone at the breakfast table and went out on my last day Halfway when i was out of the hotel i realised i had lost my phone I traced my steps back and the last place was the hotel I called the reception from the room asking if they had found a phone at lost and found but they said no I decided to try again at check out straight after my phone call from the room and the guy at the reception made a phone call to the breakfast room and told me they had found it That made my day Thank you hotel scribe Breakfast was worth it Lots of selection they even had japanese breakfast ,123,1,6.7,"[' Business trip ', ' Group ', ' Classic Single Room with Spa Access ', ' Stayed 1 night ', ' Submitted from a mobile device ']",321 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,9/7/2016,8.6,Hotel Scribe Paris Opera by Sofitel, United States of America , The fitness center was limited The bathtub as in a number of hotels is high and can be challenging to get out of Grab bars would help ,29,705, This hotel has a delightful ambiance From the moment one arrives the staff is catering to your needs The concierge staff was phenomenal The rooms are clean comfortable and well organized The location is ideal ,37,4,9.2,"[' Leisure trip ', ' Group ', ' Superior Double Room with Spa Access ', ' Stayed 3 nights ']",330 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,9/6/2016,8.6,Hotel Scribe Paris Opera by Sofitel, Japan , the shower Instead of shower curtain I have seen the half covered by glass type of thing but you cannot shower will full blast without wetting the floor I do not understand why they have this kind of thing Different culture in how to use shower ,48,705, location new and well decorated,6,7,9.6,"[' Leisure trip ', ' Couple ', ' Superior Double Room with Spa Access ', ' Stayed 1 night ', ' Submitted from a mobile device ']",331 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,8/25/2016,8.6,Hotel Scribe Paris Opera by Sofitel, Australia , Step into the shower is quite high and it would have been nice to be informed prior to arrival that the walk in shower was only available in certain rooms at 40 euros extra per night ,38,705, Extra comfy beds and levels of service and great location,11,35,9.2,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room with Spa Access ', ' Stayed 3 nights ']",343 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,8/14/2016,8.6,Hotel Scribe Paris Opera by Sofitel, Australia , Staff could miss you in the little alcove upstairs in in tea lounge so you had to go back down to get their attention ,26,705, Staff were welcoming and helpful and the ease of check in was great after a long flight is was nice to be welcomed by a smile and a no fuss attitude The food and wine selection offered was what you would expect of Sofitel a very high standard Thank you Scribe for a wonderful stay,56,31,10.0,"[' Leisure trip ', ' Couple ', ' Junior Suite with Spa Access ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",354 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,8/9/2016,8.6,Hotel Scribe Paris Opera by Sofitel, Australia , We should have stayed longer ,7,705, The beds were ridiculously comfortable the double glazed windows french doors were brilliant and to be able to get fresh air into a room is always a great thing ,31,8,10.0,"[' Leisure trip ', ' Couple ', ' Luxury Room Club Sofitel with Spa Access ', ' Stayed 3 nights ']",359 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,8/3/2016,8.6,Hotel Scribe Paris Opera by Sofitel, Jordan , very bad welcoming There was a guy at the reception who was very rude They changed our rooms multiple times because of availability On our day of our departure the bellboy forgot one of our suitcases because the hotel was pretty busy we had to miss our train and lose 400 euro for coming back to get it ,60,705, Location is the only good thing about the hotel As well as Guest Relations manager Pauline Basso Bert Who was really helpful after having trouble with the rest of the reception staff Concierge staff were helpful ,38,3,5.8,"[' Leisure trip ', ' Family with older children ', ' Superior Double Room with Spa Access ', ' Stayed 7 nights ']",365 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,7/30/2016,8.6,Hotel Scribe Paris Opera by Sofitel, United Kingdom , Tripe room was only a camp bed so a little cramped in room prob should have known ,19,705, Excellent location Concierge very helpful booking a fab dinner for us Son poorly so allowed later check out in one of the rooms very accommodating,26,21,9.2,"[' Leisure trip ', ' Family with older children ', ' 2 rooms ', ' Stayed 1 night ']",369 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,7/11/2016,8.6,Hotel Scribe Paris Opera by Sofitel, Canada , Bed a bit lumpy big dip in mattress Hotel needed prompting to bring extra towels and amenities when the the room was for 3 people not 2 ,29,705, Warm and responsive service when requests were made Excellent breakfasts ,12,1,9.2,"[' Leisure trip ', ' Family with older children ', ' Luxury Room with Spa Access ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",388 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,6/18/2016,8.6,Hotel Scribe Paris Opera by Sofitel, United States of America ,No Negative,0,705, Great location near great shopping and walking distance from Place de la Concorde Concierge staff was the best they were always very friendly and helpful Room was relatively spacious and comfortable Restaurants were good ,36,2,9.6,"[' Leisure trip ', ' Couple ', ' Superior Double Room with Spa Access ', ' Stayed 1 night ']",411 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,5/10/2016,8.6,Hotel Scribe Paris Opera by Sofitel, United Kingdom , Having to come home,5,705, The location was excellent for the four days we were there close to many attractions The staff were very attentive to all our needs didn t want to leave ,31,1,10.0,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room with Spa Access ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",450 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,5/10/2016,8.6,Hotel Scribe Paris Opera by Sofitel, Australia , Very soft pillows when asked for firmer pillows staff brought more soft pillows have found same problem at Sofitel Wentworth in Sydney One lift out of service out of three not enough to move guests quickly out of very small lobby area Great Nespresso machine in room was appreciated but not enough pods or milk housekeeping brought us more but I think it always looks a little penny pinching especially in a 5 star hotel when only just enough is provided for one cup of coffee ,88,705, Comfortable room Very pleasant polite staff,7,3,7.9,"[' Couple ', ' Superior Double Room with Spa Access ', ' Stayed 1 night ', ' Submitted from a mobile device ']",450 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,4/19/2016,8.6,Hotel Scribe Paris Opera by Sofitel, Austria , Room a little old fashioned Shower screen inadequate Irrespective of all the positives the nightly room charge is still formidable ,22,705, Good location close to best shops and within walking distance of most key sites Staff service very good Room spacious by central Paris standard and well equipped king size bed Very convenient for Roissybus service to from CDG ,40,1,9.6,"[' Leisure trip ', ' Couple ', ' Luxury Room with Spa Access ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",471 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,4/13/2016,8.6,Hotel Scribe Paris Opera by Sofitel, Romania , I had an unpleasant incident in this hotel Some money from my wallet have dissapeared when I left it in the hotel room The hotel s manager considered that is normal for hotel s guests to be stolen I had been left with a bitter taste after this hotel accommodation and of course with the manager s apologies I Recommend to the future guests to take care of their personal things in this hotel ,76,705,No Positive,0,19,3.3,"[' Business trip ', ' Couple ', ' Superior Double Room with Spa Access ', ' Stayed 3 nights ']",477 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,4/3/2016,8.6,Hotel Scribe Paris Opera by Sofitel, United States of America , 5 hour wait to have my special room ready nothing special about it one of the beds was so old it was inclined all the time Not clear where to have breakfast 3 separate places in 3 days ,40,705, location and friendly staff fully bilingual,7,3,6.7,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room with Spa Access ', ' Stayed 5 nights ']",487 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,2/27/2016,8.6,Hotel Scribe Paris Opera by Sofitel, Qatar , Superior room is tiny If possible get an upgrade Bed is a little too small as well Room looks outdated Wifi is to be renewed every day ,29,705, Location Personnel Breakfast ,5,2,8.8,"[' Leisure trip ', ' Couple ', ' Superior Double Room with Spa Access ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",523 day,48.8704175,2.3296832
1 Rue Scribe 9th arr 75009 Paris France,97,1/9/2016,8.6,Hotel Scribe Paris Opera by Sofitel, Ireland , The initial room allocated did not meet our expectation The staff member involved was unable to resolve the issue but the customer service manager more than made up for the issue see below Overall a very pleasant stay ,40,705, The room we were initially allocated did not match the room purchased however we were subsequently upgraded to a junior suite by a very helpful customers service manager Laurine A late check out and a complimentary bottle of champagne were arranged to mark a significant wedding anniversary The room was very comfortable the staff very pleasant and the location excellent Will definitely return ,65,15,9.2,"[' Leisure trip ', ' Couple ', ' Luxury Room with Spa Access ', ' Stayed 1 night ']",572 day,48.8704175,2.3296832
